Brand,Cigar Name,Factory Name,Ring Gauge,Length (mm),Length (inches),Vitola/Shape,Status,Release Year,Discontinued Year,Construction,Notes,cigar_name_norm,brand_norm,Description,Length mm,Length inches,Vitola,Assets,Package,Stock,Packaging
Montecristo,Montecristo LINEA 1935 - Maltes,Briones Montoto,53.0,,,,,,,,,montecristo linea 1935  maltes,montecristo,Montecristo LINEA 1935 - Maltes - Premium Cuban cigar with authentic flavor profile,15.3,6.0,Robusto,https://drive.google.com/drive/folders/1K3V12yOZIuth5ESQGBEAz7qMEuZ3kDVI?usp=drive_link,20.0,1.0,Single
Montecristo,Montecristo LINEA 1935 - Dumas,Briones Montoto,49.0,,,,,,,,,montecristo linea 1935  dumas,montecristo,Montecristo LINEA 1935 - Dumas - Premium Cuban cigar with authentic flavor profile,13.0,5.1,Robusto,https://drive.google.com/drive/folders/1wqVP7tSxnAh5akpDp86tN1p5r0D80VBB?usp=drive_link,20.0,1.0,Single
Montecristo,Montecristo OPEN - Eagle,Briones Montoto,54.0,,,,,,,,,montecristo open  eagle,montecristo,Montecristo OPEN - Eagle - Premium Cuban cigar with authentic flavor profile,15.0,5.9,Robusto,https://drive.google.com/drive/folders/1RnkfnxIaENUfsKrx9ltnN9K1F7AuejFV?usp=drive_link,20.0,1.0,Single
Montecristo,Montecristo OPEN - Regata,Briones Montoto,46.0,,,,,,,,,montecristo open  regata,montecristo,Montecristo OPEN - Regata - Premium Cuban cigar with authentic flavor profile,13.5,5.3,Robusto,https://drive.google.com/drive/folders/1kdwROUoFZOjB4TJa1t9VLwc9cEFgPis4?usp=drive_link,20.0,1.0,Single
Montecristo,Montecristo OPEN - Master,Briones Montoto,50.0,,,,,,,,,montecristo open  master,montecristo,Montecristo OPEN - Master - Premium Cuban cigar with authentic flavor profile,12.4,4.9,Robusto,https://drive.google.com/drive/folders/1D_FtRsdZskDI8jux7UYBMcfCo9_J_6Cx?usp=drive_link,20.0,1.0,Single
Montecristo,Montecristo OPEN - J,Briones Montoto,38.0,,,,,,,,,montecristo open  j,montecristo,Montecristo OPEN - J - Premium Cuban cigar with authentic flavor profile,11.0,4.3,Robusto,https://drive.google.com/drive/folders/1GWUCwbL8g78F1SSZsbkY9xg0VJ3NWbQn?usp=drive_link,20.0,1.0,Single
Montecristo,Montecristo Tubos,Briones Montoto,42.0,,,,,,,,,montecristo tubos,montecristo,Montecristo Tubos - Premium Cuban cigar with authentic flavor profile,15.5,6.1,Robusto,https://drive.google.com/drive/folders/1uS-oT0j4w5SV6-0qO5Rhec9hewsucijX?usp=drive_link,25.0,1.0,Single
Montecristo,Montecristo Petit Tubos,Briones Montoto,42.0,,,,,,,,,montecristo petit tubos,montecristo,Montecristo Petit Tubos - Premium Cuban cigar with authentic flavor profile,12.9,5.1,Robusto,https://drive.google.com/drive/folders/17vFDajNAT5lk9o4pIZIaTvhVEpnPPq9g?usp=drive_link,25.0,1.0,Single
Montecristo,Montecristo Petit  Edmundo,Briones Montoto,52.0,,,,,,,,,montecristo petit edmundo,montecristo,Montecristo Petit  Edmundo - Premium Cuban cigar with authentic flavor profile,11.0,4.3,Robusto,https://drive.google.com/drive/folders/1YpqLWF7jWSRFT7-iTxoIrOuFw5EzrCp6?usp=drive_link,3.0,1.0,Single
Vegas Robaina,Vegas Robaina Unicos,,,,,,,,,,,vegas robaina unicos,vegas robaina,,,,,https://drive.google.com/drive/folders/1J809ewjZuj5db31WJb5GkNXpsjs8aXVK?usp=drive_link,25.0,1.0,
Vegas Robaina,Vegas Robaina Familiares,,,,,,,,,,,vegas robaina familiares,vegas robaina,,,,,https://drive.google.com/drive/folders/1L2RPbswNUeZx8R0AoVVDLurB2SuG4RDn?usp=drive_link,25.0,1.0,
Vegas Robaina,Vegas Robaina Famosos,,48.0,,,,,,,,,vegas robaina famosos,vegas robaina,Vegas Robaina Famosos - Premium Cuban cigar with authentic flavor profile,12.7,5.0,Robusto,https://drive.google.com/drive/folders/1KvJyu2USCRS5irtZhRNzEcmAi-hLOeHm?usp=drive_link,25.0,1.0,Single
Romeo y Julieta ,Romeo y Julieta Belicosos,Briones Montoto,52.0,,,,,,,,,romeo y julieta belicosos,romeo y julieta,Romeo y Julieta Belicosos - Premium Cuban cigar with authentic flavor profile,14.0,5.5,Robusto,https://drive.google.com/drive/folders/1huIg6_omOX2653t-BR7U9RJt4n2jvw8k?usp=drive_link,25.0,1.0,Single
Romeo y Julieta ,Romeo y Julieta Wide Churchill,Briones Montoto,55.0,,,,,,,,,romeo y julieta wide churchill,romeo y julieta,Romeo y Julieta Wide Churchill - Premium Cuban cigar with authentic flavor profile,13.0,5.1,Churchill,https://drive.google.com/drive/folders/1cXAhWQsqHJ3DU8zZAO5e6vm52fQTpWFb?usp=drive_link,25.0,1.0,Single
Romeo y Julieta ,Romeo y Julieta Mille Fleur,Briones Montoto,42.0,,,,,,,,,romeo y julieta mille fleur,romeo y julieta,Romeo y Julieta Mille Fleur - Premium Cuban cigar with authentic flavor profile,12.9,5.1,Robusto,https://drive.google.com/drive/folders/1R_tbM8hz2_sISEEPH3VT8DHGW4ORQfnO?usp=drive_link,25.0,1.0,Single
Romeo y Julieta ,Romeo y Julieta Petit Coronas,Briones Montoto,42.0,,,,,,,,,romeo y julieta petit coronas,romeo y julieta,Romeo y Julieta Petit Coronas - Premium Cuban cigar with authentic flavor profile,12.9,5.1,Corona,https://drive.google.com/drive/folders/18mhj00tqoF5JkspRJ5trpMKDxN_B6j3u?usp=drive_link,25.0,1.0,Single
Romeo y Julieta ,Romeo y Julieta Club Kings - Tins,Briones Montoto,42.0,,,,,,,,,romeo y julieta club kings  tins,romeo y julieta,Romeo y Julieta Club Kings - Tins - Premium Cuban cigar with authentic flavor profile,12.9,5.1,Robusto,https://drive.google.com/drive/folders/1P4D3tE_740kfYuT221D8csmqNOKR-6p2?usp=drive_link,5.0,1.0,Single
Romeo y Julieta ,Romeo y Julieta Exhibition No.4,Briones Montoto,48.0,,,,,,,,,romeo y julieta exhibition no.4,romeo y julieta,Romeo y Julieta Exhibition No.4 - Premium Cuban cigar with authentic flavor profile,12.7,5.0,Robusto,https://drive.google.com/drive/folders/1jGub2AkCMyP__59L_8YTY_ZQvNDCcw57?usp=drive_link,25.0,1.0,Single
Romeo y Julieta ,Romeo y Julieta Short Churchill,Briones Montoto,50.0,,,,,,,,,romeo y julieta short churchill,romeo y julieta,Romeo y Julieta Short Churchill - Premium Cuban cigar with authentic flavor profile,12.4,4.9,Churchill,https://drive.google.com/drive/folders/1RWhFxwb-5GbhKOHlQFsETPqC53W_3F4W?usp=drive_link,25.0,1.0,Single
Romeo y Julieta ,Romeo y Julieta Julietas - Tins,Briones Montoto,33.0,,,,,,,,,romeo y julieta julietas  tins,romeo y julieta,Romeo y Julieta Julietas - Tins - Premium Cuban cigar with authentic flavor profile,12.0,4.7,Robusto,https://drive.google.com/drive/folders/1wm8boWw-MvB1BdJnGl1_lu46ZZWFTGqY?usp=drive_link,25.0,1.0,Single
Romeo y Julieta ,Romeo y Julieta Petit Churchill,Briones Montoto,50.0,,,,,,,,,romeo y julieta petit churchill,romeo y julieta,Romeo y Julieta Petit Churchill - Premium Cuban cigar with authentic flavor profile,10.2,4.0,Churchill,https://drive.google.com/drive/folders/1SmFPKgIQFmKlAU80wKiI9etlH9ICRpBI?usp=drive_link,25.0,1.0,Single
Romeo y Julieta ,Romeo y Julieta Petit Julietas,Briones Montoto,30.0,,,,,,,,,romeo y julieta petit julietas,romeo y julieta,Romeo y Julieta Petit Julietas - Premium Cuban cigar with authentic flavor profile,10.2,4.0,Robusto,https://drive.google.com/drive/folders/1wm8boWw-MvB1BdJnGl1_lu46ZZWFTGqY?usp=drive_link,25.0,1.0,Single
Romeo y Julieta ,Romeo y Julieta Petit Royales,Briones Montoto,47.0,,,,,,,,,romeo y julieta petit royales,romeo y julieta,Romeo y Julieta Petit Royales - Premium Cuban cigar with authentic flavor profile,9.5,3.7,Robusto,https://drive.google.com/drive/folders/1EOe0dXjIdHEeXNfIGpqo-wISyPzWcpc1?usp=drive_link,25.0,1.0,Single
Romeo y Julieta ,Romeo y Julieta LINEA DE ORO - Dianas,Briones Montoto,52.0,,,,,,,,,romeo y julieta linea de oro  dianas,romeo y julieta,Romeo y Julieta LINEA DE ORO - Dianas - Premium Cuban cigar with authentic flavor profile,14.5,5.7,Robusto,https://drive.google.com/drive/folders/1J4iJ_ha1fcR1KignT7EF5EG0OZbSmnq9?usp=drive_link,20.0,1.0,Single
Romeo y Julieta ,Romeo y Julieta LINEA DE ORO - Nobles,Briones Montoto,56.0,,,,,,,,,romeo y julieta linea de oro  nobles,romeo y julieta,Romeo y Julieta LINEA DE ORO - Nobles - Premium Cuban cigar with authentic flavor profile,13.5,5.3,Robusto,https://drive.google.com/drive/folders/11pU1tp3z2aiOB63reoGRGWiM3VmvEdjr?usp=drive_link,20.0,1.0,Single
Romeo y Julieta ,Romeo y Julieta LINEA DE ORO - Hidalgos,Briones Montoto,57.0,,,,,,,,,romeo y julieta linea de oro  hidalgos,romeo y julieta,Romeo y Julieta LINEA DE ORO - Hidalgos - Premium Cuban cigar with authentic flavor profile,12.5,4.9,Robusto,https://drive.google.com/drive/folders/1Uz_lwr91j8QWxWzcv8iledh74JRX1LWz?usp=drive_link,20.0,1.0,Single
Romeo y Julieta ,Romeo y Julieta Cazadores - SLB,Briones Montoto,43.0,,,,,,,,,romeo y julieta cazadores  slb,romeo y julieta,Romeo y Julieta Cazadores - SLB - Premium Cuban cigar with authentic flavor profile,16.2,6.4,Robusto,https://drive.google.com/drive/folders/1EWtYLcry5BG1pbJnC8pwcPeI5QWjKBXb?usp=drive_link,25.0,1.0,Single
Romeo y Julieta ,Romeo y Julieta Cedros No. 2,Briones Montoto,42.0,,,,,,,,,romeo y julieta cedros no. 2,romeo y julieta,Romeo y Julieta Cedros No. 2 - Premium Cuban cigar with authentic flavor profile,14.2,5.6,Robusto,https://drive.google.com/drive/folders/17vR-GNjmck5vHJay02GbCmPmvCcfo7UM?usp=drive_link,25.0,1.0,Single
Romeo y Julieta ,Romeo y Julieta Cedros No. 3,Briones Montoto,42.0,,,,,,,,,romeo y julieta cedros no. 3,romeo y julieta,Romeo y Julieta Cedros No. 3 - Premium Cuban cigar with authentic flavor profile,12.9,5.1,Robusto,https://drive.google.com/drive/folders/1g7lSI56nMcXpO-dY7VCKFHRmHqrU1kez?usp=drive_link,25.0,1.0,Single
Romeo y Julieta ,Romeo y Julieta Churchills,Briones Montoto,47.0,,,,,,,,,romeo y julieta churchills,romeo y julieta,Romeo y Julieta Churchills - Premium Cuban cigar with authentic flavor profile,17.8,7.0,Churchill,https://drive.google.com/drive/folders/1v661FlJsIqADQgzim2kT2GUvxER_8DM6?usp=drive_link,25.0,1.0,Single
Romeo y Julieta ,Romeo y Julieta No.1,Briones Montoto,40.0,,,,,,,,,romeo y julieta no.1,romeo y julieta,Romeo y Julieta No.1 - Premium Cuban cigar with authentic flavor profile,14.0,5.5,Robusto,https://drive.google.com/drive/folders/18nnYRPSNJLxRu0yioRORN5vNHWihSpHt?usp=drive_link,25.0,1.0,Single
Romeo y Julieta ,Romeo y Julieta No.2,Briones Montoto,42.0,,,,,,,,,romeo y julieta no.2,romeo y julieta,Romeo y Julieta No.2 - Premium Cuban cigar with authentic flavor profile,12.9,5.1,Robusto,https://drive.google.com/drive/folders/1TPm_Nl0vHt6_lFCHBTAOyyLSdbNcVjwk?usp=drive_link,25.0,1.0,Single
Romeo y Julieta ,Romeo y Julieta No.3,Briones Montoto,40.0,,,,,,,,,romeo y julieta no.3,romeo y julieta,Romeo y Julieta No.3 - Premium Cuban cigar with authentic flavor profile,11.7,4.6,Robusto,https://drive.google.com/drive/folders/1Q73lFspsHXg7Zp4Dl96AKEcmwCfBStX7?usp=drive_link,25.0,1.0,Single
Romeo y Julieta ,Romeo y Julieta No.3 - Box,Briones Montoto,40.0,,,,,,,,,romeo y julieta no.3  box,romeo y julieta,Romeo y Julieta No.3 - Box - Premium Cuban cigar with authentic flavor profile,11.7,4.6,Robusto,https://drive.google.com/drive/folders/1Q73lFspsHXg7Zp4Dl96AKEcmwCfBStX7?usp=drive_link,25.0,1.0,Single
Romeo y Julieta ,Romeo y Julieta Pirámides Añejados,Briones Montoto,,,,,,,,,,romeo y julieta pirámides añejados,romeo y julieta,,,,,https://drive.google.com/drive/folders/19cPZQTo6LR2tJPyz0uMtygf7CHogyrCt?usp=drive_link,20.0,1.0,
Trinidad ,Trinidad Esmeralda - Varnished SBN,Sancti Spíritus,53.0,,,,,,,,,trinidad esmeralda  varnished sbn,trinidad,Trinidad Esmeralda - Varnished SBN - Premium Cuban cigar with authentic flavor profile,14.5,5.7,Robusto,https://drive.google.com/drive/folders/1xiUaZrKkA5sbmA984CiPdiqrvDshz-vO?usp=drive_link,12.0,1.0,Single
Trinidad ,Trinidad Coloniales - Varnished SBN,Sancti Spíritus,44.0,,,,,,,,,trinidad coloniales  varnished sbn,trinidad,Trinidad Coloniales - Varnished SBN - Premium Cuban cigar with authentic flavor profile,13.2,5.2,Robusto,https://drive.google.com/drive/folders/1wdFtRuayZgW0ALn7Nvp4AvHThkHuLu8Q?usp=drive_link,24.0,1.0,Single
Trinidad ,Trinidad Coloniales,Sancti Spíritus,44.0,,,,,,,,,trinidad coloniales,trinidad,Trinidad Coloniales - Premium Cuban cigar with authentic flavor profile,13.2,5.2,Robusto,https://drive.google.com/drive/folders/1wdFtRuayZgW0ALn7Nvp4AvHThkHuLu8Q?usp=drive_link,24.0,1.0,Single
Trinidad ,Trinidad Topes - Varnished SBN,Sancti Spíritus,56.0,,,,,,,,,trinidad topes  varnished sbn,trinidad,Trinidad Topes - Varnished SBN - Premium Cuban cigar with authentic flavor profile,12.5,4.9,Robusto,https://drive.google.com/drive/folders/1WKtNrl9w4zQc2KmTygmIQY8GLfgcMntx?usp=drive_link,12.0,1.0,Single
Trinidad ,Trinidad Media Luna - Varnished SBN,Sancti Spíritus,50.0,,,,,,,,,trinidad media luna  varnished sbn,trinidad,Trinidad Media Luna - Varnished SBN - Premium Cuban cigar with authentic flavor profile,11.5,4.5,Robusto,https://drive.google.com/drive/folders/1-KRPXEUCAV7Sc9kEEqiXZOFw467Fgjwe?usp=drive_link,12.0,1.0,Single
Trinidad ,Trinidad Vigia - Varnished SBN,Sancti Spíritus,54.0,,,,,,,,,trinidad vigia  varnished sbn,trinidad,Trinidad Vigia - Varnished SBN - Premium Cuban cigar with authentic flavor profile,11.0,4.3,Robusto,https://drive.google.com/drive/folders/1h-ooJCcUqYGWI58E5C0fxt7ABu7UDR9q?usp=drive_link,12.0,1.0,Single
Trinidad ,Trinidad Reyes - Varnished SBN,Sancti Spíritus,40.0,,,,,,,,,trinidad reyes  varnished sbn,trinidad,Trinidad Reyes - Varnished SBN - Premium Cuban cigar with authentic flavor profile,11.0,4.3,Robusto,https://drive.google.com/drive/folders/1ftMcwdoN83zrK7VuQbdkqNK2244jWd0c?usp=drive_link,24.0,1.0,Single
Trinidad ,Trinidad Cabildos,Sancti Spíritus,,,,,,,,,,trinidad cabildos,trinidad,,,,,https://drive.google.com/drive/folders/15lPTqnvERYas9dlFG8BbKP7E57PCMxQC?usp=drive_link,5.0,1.0,
Trinidad ,Trinidad Robusto Extra ,Sancti Spíritus,,,,,,,,,,trinidad robusto extra,trinidad,,,,,https://drive.google.com/drive/folders/1vb3fm3Ds2LysYM-tYX-yzBFHeHEa02Bs?usp=drive_link,3.0,1.0,
Trinidad ,Trinidad Vigia,Sancti Spíritus,54.0,,,,,,,,,trinidad vigia,trinidad,Trinidad Vigia - Premium Cuban cigar with authentic flavor profile,11.0,4.3,Robusto,https://drive.google.com/drive/folders/1h-ooJCcUqYGWI58E5C0fxt7ABu7UDR9q?usp=drive_link,12.0,1.0,Single
San Cristobal de la Habana,San Cristobal de la Habana La Fuerza,,50.0,,,,,,,,,san cristobal de la habana la fuerza,san cristobal de la habana,San Cristobal de la Habana La Fuerza - Premium Cuban cigar with authentic flavor profile,14.0,5.5,Robusto,https://drive.google.com/drive/folders/18W8RzxwBdobujbiCIJRLSipNNrS1V_c4?usp=drive_link,25.0,1.0,Single
San Cristobal de la Habana,San Cristobal de la Habana La Punta,,,,,,,,,,,san cristobal de la habana la punta,san cristobal de la habana,,,,,https://drive.google.com/drive/folders/1HnSb9iiiA8zjuxJFz5X1zxilxEKGB-qt?usp=drive_link,25.0,1.0,
San Cristobal de la Habana,San Cristobal de la Habana El Principe,,42.0,,,,,,,,,san cristobal de la habana el principe,san cristobal de la habana,San Cristobal de la Habana El Principe - Premium Cuban cigar with authentic flavor profile,11.0,4.3,Robusto,https://drive.google.com/drive/folders/1BydcoXBX2WbH3RfyNFfEPpNBQj8nTSGh?usp=drive_link,25.0,1.0,Single
San Cristobal de la Habana,San Cristobal El Prado,,,,,,,,,,,san cristobal el prado,san cristobal de la habana,,,,,https://drive.google.com/drive/folders/1vQhaSe369j2Bt80R5zJx7pp9vnY96P_c?usp=drive_link,10.0,1.0,
Partagas,Partagas 8-9-8 - Varnished Box,Fernando Perez German,43.0,,,,,,,,,partagas 8 9 8  varnished box,partagas,Partagas 8-9-8 - Varnished Box - Premium Cuban cigar with authentic flavor profile,17.0,6.7,Robusto,https://drive.google.com/drive/folders/1EHgHnRT3XP4kAMTHYqxRN4iKJhWz2vc5?usp=drive_link,25.0,1.0,Single
Partagas,Partagas Presidentes,Fernando Perez German,47.0,,,,,,,,,partagas presidentes,partagas,Partagas Presidentes - Premium Cuban cigar with authentic flavor profile,15.8,6.2,Robusto,https://drive.google.com/drive/folders/1H8SxtTAgUXluiiXqxu_GqGgL1JaFHM2x?usp=drive_link,25.0,1.0,Single
Partagas,Partagas Serie P No.2 - SBN,Fernando Perez German,52.0,,,,,,,,,partagas serie p no.2  sbn,partagas,Partagas Serie P No.2 - SBN - Premium Cuban cigar with authentic flavor profile,15.6,6.1,Robusto,https://drive.google.com/drive/folders/1k75M0alOFiGxipRufnVKBv_DO0ipnX6D?usp=drive_link,25.0,1.0,Single
Partagas,Partagas Serie E No.2 - SBN,Fernando Perez German,54.0,,,,,,,,,partagas serie e no.2  sbn,partagas,Partagas Serie E No.2 - SBN - Premium Cuban cigar with authentic flavor profile,14.0,5.5,Robusto,https://drive.google.com/drive/folders/1LDYmrErzEjDl41derFhIkd9_0YJh3Hg_?usp=drive_link,25.0,1.0,Single
Partagas,Partagas Petit Coronas Especiales,Fernando Perez German,42.0,,,,,,,,,partagas petit coronas especiales,partagas,Partagas Petit Coronas Especiales - Premium Cuban cigar with authentic flavor profile,13.2,5.2,Corona,https://drive.google.com/drive/folders/1jeYY1ewJHMJ0P_fhVBsc8wNjIBjMfTQY?usp=drive_link,25.0,1.0,Single
Partagas,Partagas Capitols - Tins,Fernando Perez German,42.0,,,,,,,,,partagas capitols  tins,partagas,Partagas Capitols - Tins - Premium Cuban cigar with authentic flavor profile,12.9,5.1,Robusto,https://drive.google.com/drive/folders/1GSt0UoAfBh9EhGYu6RVRjv3u59IaR3Lf?usp=drive_link,5.0,1.0,Single
Partagas,Partagas Serie D No.4 - SBN,Fernando Perez German,50.0,,,,,,,,,partagas serie d no.4  sbn,partagas,Partagas Serie D No.4 - SBN - Premium Cuban cigar with authentic flavor profile,12.4,4.9,Robusto,https://drive.google.com/drive/folders/1xOxzYgc7Lm-oEQuySLf4dUY4YC_euLXy?usp=drive_link,25.0,1.0,Single
Partagas,Partagas Serie D No.5 - SBN,Fernando Perez German,50.0,,,,,,,,,partagas serie d no.5  sbn,partagas,Partagas Serie D No.5 - SBN - Premium Cuban cigar with authentic flavor profile,11.0,4.3,Robusto,https://drive.google.com/drive/folders/1MBuE_TRigKx3c65OqUaXbFSvRNpil-QC?usp=drive_link,25.0,1.0,Single
Partagas,Partagas Shorts,Fernando Perez German,42.0,,,,,,,,,partagas shorts,partagas,Partagas Shorts - Premium Cuban cigar with authentic flavor profile,11.0,4.3,Robusto,https://drive.google.com/drive/folders/1HtP8Ark7Ndfg-VnGjTdl7EP4RKRrWHCS?usp=drive_link,25.0,1.0,Single
Partagas,Partagas Serie D No.6 - SBN,Fernando Perez German,50.0,,,,,,,,,partagas serie d no.6  sbn,partagas,Partagas Serie D No.6 - SBN - Premium Cuban cigar with authentic flavor profile,9.0,3.5,Robusto,https://drive.google.com/drive/folders/1R9x1pctz4eXBcWQuWRYluYi0bBBZzi5X?usp=drive_link,20.0,1.0,Single
Partagas,Partagas Serie D No.6,Fernando Perez German,50.0,,,,,,,,,partagas serie d no.6,partagas,Partagas Serie D No.6 - Premium Cuban cigar with authentic flavor profile,9.0,3.5,Robusto,https://drive.google.com/drive/folders/1R9x1pctz4eXBcWQuWRYluYi0bBBZzi5X?usp=drive_link,20.0,1.0,Single
Partagas,Partagas Lusitanias - SLB,Fernando Perez German,49.0,,,,,,,,,partagas lusitanias  slb,partagas,Partagas Lusitanias - SLB - Premium Cuban cigar with authentic flavor profile,19.4,7.6,Robusto,https://drive.google.com/drive/folders/1rXFdSOWD9FplylfNoEsv_osq9MIAzeTj?usp=drive_link,25.0,1.0,Single
Partagas,Partagas Shorts - SLB,Fernando Perez German,42.0,,,,,,,,,partagas shorts  slb,partagas,Partagas Shorts - SLB - Premium Cuban cigar with authentic flavor profile,11.0,4.3,Robusto,https://drive.google.com/drive/folders/1HtP8Ark7Ndfg-VnGjTdl7EP4RKRrWHCS?usp=drive_link,25.0,1.0,Single
Partagas,Partagas Maduro No.1 - SBN,Fernando Perez German,52.0,,,,,,,,,partagas maduro no.1  sbn,partagas,Partagas Maduro No.1 - SBN - Premium Cuban cigar with authentic flavor profile,13.0,5.1,Robusto,https://drive.google.com/drive/folders/1jiy3gh3l5Gywo3V6uaMcIifjl-q7EXd3?usp=drive_link,25.0,1.0,Single
Partagas,Partagas Maduro No.2 - SBN,Fernando Perez German,55.0,,,,,,,,,partagas maduro no.2  sbn,partagas,Partagas Maduro No.2 - SBN - Premium Cuban cigar with authentic flavor profile,12.0,4.7,Robusto,https://drive.google.com/drive/folders/14MUApNevibf0nr0dpFJwZrM4RXXEI0yX?usp=drive_link,25.0,1.0,Single
Partagas,Partagas Maduro No.3 - SBN,Fernando Perez German,50.0,,,,,,,,,partagas maduro no.3  sbn,partagas,Partagas Maduro No.3 - SBN - Premium Cuban cigar with authentic flavor profile,14.5,5.7,Robusto,https://drive.google.com/drive/folders/1zMikIWi2M7CodQhusOgif1yR2R7S1hN3?usp=drive_link,25.0,1.0,Single
Partagas,Partagas Serie P  No.2,Fernando Perez German,52.0,,,,,,,,,partagas serie p no.2,partagas,Partagas Serie P  No.2 - Premium Cuban cigar with authentic flavor profile,15.6,6.1,Robusto,https://drive.google.com/drive/folders/1k75M0alOFiGxipRufnVKBv_DO0ipnX6D?usp=drive_link,25.0,1.0,Single
Partagas,Partagas Serie E No.2,Fernando Perez German,54.0,,,,,,,,,partagas serie e no.2,partagas,Partagas Serie E No.2 - Premium Cuban cigar with authentic flavor profile,14.0,5.5,Robusto,https://drive.google.com/drive/folders/1LDYmrErzEjDl41derFhIkd9_0YJh3Hg_?usp=drive_link,25.0,1.0,Single
Partagas,Partagas Serie D No.4,Fernando Perez German,50.0,,,,,,,,,partagas serie d no.4,partagas,Partagas Serie D No.4 - Premium Cuban cigar with authentic flavor profile,12.4,4.9,Robusto,https://drive.google.com/drive/folders/1xOxzYgc7Lm-oEQuySLf4dUY4YC_euLXy?usp=drive_link,25.0,1.0,Single
Partagas,Partagas Serie D No.5,Fernando Perez German,50.0,,,,,,,,,partagas serie d no.5,partagas,Partagas Serie D No.5 - Premium Cuban cigar with authentic flavor profile,11.0,4.3,Robusto,https://drive.google.com/drive/folders/1MBuE_TRigKx3c65OqUaXbFSvRNpil-QC?usp=drive_link,25.0,1.0,Single
Partagas,Partagas Serie E No.2 Gran Reserva,Fernando Perez German,,,,,,,,,,partagas serie e no.2 gran reserva,partagas,,,,,https://drive.google.com/drive/folders/11dZjiPF1F9H9wT69XUApaUfxwJPcJ32d?usp=drive_link,25.0,1.0,
Partagas,Partagas Aliados,Fernando Perez German,,,,,,,,,,partagas aliados,partagas,,,,,https://drive.google.com/drive/folders/1JafxMW-bgE8tvwu_gsSD_78hYGzB5JFM?usp=drive_link,25.0,1.0,
Partagas,Partagas Línea Maestra Rito,Fernando Perez German,,,,,,,,,,partagas línea maestra rito,partagas,,,,,https://drive.google.com/drive/folders/1Jvu2jgXqNaG-dcwEBgDUF3XlHfSEaU87?usp=drive_link,20.0,1.0,
Partagas,Partagas Línea Maestra Origen,Fernando Perez German,,,,,,,,,,partagas línea maestra origen,partagas,,,,,https://drive.google.com/drive/folders/104FAkWbLzuaM08Xx0ogBVLUYzUI29dgb?usp=drive_link,20.0,1.0,
Partagas,Partagas Línea Maestra Maestro,Fernando Perez German,,,,,,,,,,partagas línea maestra maestro,partagas,,,,,https://drive.google.com/drive/folders/1wFAKOw0MOMz4e7LEi1tJWfDTY0YEARQ5?usp=drive_link,20.0,1.0,
Partagas,Partagás Mille Fleurs,Fernando Perez German,,,,,,,,,,partagás mille fleurs,partagas,,,,,https://drive.google.com/drive/folders/1NmVpOtgqYkq4MDdvXNwzd1CLfxMQDqGX?usp=drive_link,25.0,1.0,
Partagas,Partagas Corona Gorda Anejados,Fernando Perez German,,,,,,,,,,partagas corona gorda anejados,partagas,,,,,https://drive.google.com/drive/folders/1Wn9kScnC_K--uVBMUKn3ECMI1zasASeh?usp=drive_link,20.0,1.0,
Punch,Punch Punch - Punch,,46.0,,,,,,,,,punch punch  punch,punch,Punch Punch - Punch - Premium Cuban cigar with authentic flavor profile,14.3,5.6,Robusto,https://drive.google.com/drive/folders/1DNN1gzHDJodWLlxO7RpjXFX5VIytPkWx?usp=drive_link,25.0,1.0,Single
Punch,Punch Short de Punch - SBN,,50.0,,,,,,,,,punch short de punch  sbn,punch,Punch Short de Punch - SBN - Premium Cuban cigar with authentic flavor profile,12.0,4.7,Robusto,https://drive.google.com/drive/folders/1QNb4MbixJZOjRwaKmBlMADlQ4JwzSGJW?usp=drive_link,10.0,1.0,Single
Punch,Punch Coronations,,42.0,,,,,,,,,punch coronations,punch,Punch Coronations - Premium Cuban cigar with authentic flavor profile,12.9,5.1,Corona,https://drive.google.com/drive/folders/1n8YlkelLV1b5PK9DF97WYJQNI9Pcg3Gq?usp=drive_link,25.0,1.0,Single
Punch,Punch Petit Coronations,,40.0,,,,,,,,,punch petit coronations,punch,Punch Petit Coronations - Premium Cuban cigar with authentic flavor profile,11.7,4.6,Corona,https://drive.google.com/drive/folders/1oHIRd6uofbIo2EL9rSQ1qSVdLMlguQaG?usp=drive_link,25.0,1.0,Single
Punch,Punch Double Coronas,,,,,,,,,,,punch double coronas,punch,,,,,https://drive.google.com/drive/folders/1agQYf9xW32CsACEN4C9WdB45PAoaQZCV?usp=drive_link,1.0,1.0,
Punch,Punch 48 - Specialist ,,,,,,,,,,,punch 48  specialist,punch,,,,,https://drive.google.com/drive/folders/1tpCjOSrbpO4yjJC7iv4tgpW_pVnpCN1B?usp=drive_link,10.0,1.0,
Bolivar,Bolivar Petit Coronas,Carlos Balino,42.0,,,,,,,,,bolivar petit coronas,bolivar,Bolivar Petit Coronas - Premium Cuban cigar with authentic flavor profile,12.9,5.1,Corona,https://drive.google.com/drive/folders/16m6nBciVITEYnvrOSd82tGGrm8x_cxsj?usp=drive_link,25.0,1.0,Single
Bolivar,Bolivar Royal Coronas,Carlos Balino,50.0,,,,,,,,,bolivar royal coronas,bolivar,Bolivar Royal Coronas - Premium Cuban cigar with authentic flavor profile,12.4,4.9,Corona,https://drive.google.com/drive/folders/10Ful5jEJCzgEStfI_OB9LcCpi_miOeMv?usp=drive_link,25.0,1.0,Single
